//订阅路径file:///storage/emulated/0/酷9/localData/全国web.txt




📺VIP精选🎀,#genre#
凤凰中文伴音🎧,http://PLTV/ku9/js/web.js?id=https://zuiai.tv/tv/Phoenix_Chinese_Channel.html
凤凰中文伴音🎧,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8

凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
凤凰资讯,http://iptv.huuc.edu.cn/hls/fhzx.m3u8
凤凰资讯伴音🎧,http://PLTV/ku9/js/web.js?id=hhttps://zuiai.tv/tv/Phoenix_Infonews_Channel.html,
凤凰资讯伴音🎧,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8



中国天气,http://PLTV/ku9/js/web.js?id=http://tv.haoqu99.com/1/zgqxpd.html
中国天气,http://PLTV/ku9/js/web.js?id=https://www.weathertv.cn/
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8

💠赤壁电视台,http://PLTV/ku9/js/web.js?id=https://m-chibi.cjyun.org/dsgb/index.html
💠赤壁电视台,http://PLTV/ku9/js/web.js?id=https://pc.chibi.com.cn/p/117220.html
💠赤壁电视台,http://PLTV/ku9/js/web.js?id=https://m-chibi.cjyun.org/p/117220.html
💠赤壁电视台,http://PLTV/ku9/js/web.js?id=https://chibi.cjyun.org/p/117220.html
💠赤壁广播电台,http://PLTV/ku9/js/web.js?id=http://m-chibi.cjyun.org/p/40969.html
💠赤壁广播电台,http://PLTV/ku9/js/web.js?id=https://m.chibi.com.cn/p/40969.html?from=singlemessag
💠赤壁广播电台,http://PLTV/ku9/js/web.js?id=https://pc.chibi.com.cn/p/40969.html?from=singlemessag

💠中国网.中国3分钟,http://PLTV/ku9/js/web.js?id=http://chinamosaic.china.com.cn/
💠中国网.视频中国,http://PLTV/ku9/js/web.js?id=http://v.china.com.cn/
央视💠新闻联播,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/video/home?lid=10492
央视💠法治在线,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/video/home?lid=10501
央视💠中国新闻,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/video/home?lid=10522
央视💠海峡两岸,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/video/home?lid=10140
凤凰💠全球连线,http://PLTV/ku9/js/web.js?id=https://phtv.ifeng.com/channel/info/1600125
凤凰💠齐评天下,http://PLTV/ku9/js/web.js?id=https://phtv.ifeng.com/channel/finance/59
凤凰💠聚焦,http://PLTV/ku9/js/web.js?id=https://phtv.ifeng.com/channel/subject/1603985
凤凰💠总编辑时间,http://PLTV/ku9/js/web.js?id=https://phtv.ifeng.com/channel/info/24
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8





🧫测试💠,#genre#
CCTV4K,https://slink.ltd/https://raw.githubusercontent.com/his027/mo/refs/heads/master/tvlogo/pic/web.js?id=https://yangshipin.cn/tv/home?pid=600002264

💖回家吃饭,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/video/home?lid=10354

粤💖外来媳妇本地郎(最新),http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/788/
粤💖外来媳妇本地郎(第一部),http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/66700638/
粤💖烦事有办法,http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/676/
粤💖举案说法,http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/66700583/
粤💖湾区生活圈,http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/66700646/
粤💖趣游大湾区,http://PLTV/ku9/js/web.js?id=https://www.gdtv.cn/tvColumnVideo/66700662/


💠CCTV6,http://PLTV/ku9/js/web.js?id=https://www.1905.com/cctv6/live/?index
LOVE NATURE 4Kᴴᴰ,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
LOUPE 4Kᴴᴰ,http://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
8K看自然与动物的,https://vd2.bdstatic.com/mda-kj8q3pwd2bkq63kq/sc/mda-kj8q3pwd2bkq63kq.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1652627609-0-0-cafccbacb24503ba3a90920bd6e52415&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2609636662&vid=7701142458073426586&abtest=101830_1-17451_2&klogid=2609636662
8K看世界之中国,https://vd3.bdstatic.com/mda-nc30u7tqzceqc16q/720p/h264_delogo/1646354213464231777/mda-nc30u7tqzceqc16q.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1652627829-0-0-fb5aaf7d9dacf414d1eebba9933eaeb1&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=2829100186&vid=8522920274992356014&abtest=101830_1-17451_2&klogid=2829100186
8K看HDR 视频,https://vd4.bdstatic.com/mda-kh7hwdzpzn5y9tz1/v1-cae/sc/mda-kh7hwdzpzn5y9tz1.mp4?v_from_s=hkapp-haokan-hna&auth_key=1652627825-0-0-df9eb04158e86255617feed23b06f203&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=2825135516&vid=14776956802698483948&abtest=101830_1-17451_2&klogid=2825135516

开心转播线路,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
开心转播线路,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv

Movies,https://dqvu8d0acm4xt.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-301fj9dsme11n/212de77e-d899-46c9-b22e-0936684c8f14/3.m3u8

TRANCEISSTAR,https://tis.catcast.tv/content/391/index.m3u8
ИндийскоеКино:Классика,https://v2.catcast.tv/content/41596/index.m3u8
ДетскоеКиноInternational,https://v2.catcast.tv/content/38720/index.m3u8
VIYANA,http://nrttn172.kesintisizyayin.com:29010/nrttn/nrttn/playlist.m3u8
半島電視台,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
法国时尚,https://fashs043.cloudycdn.services/scte/sftv2/playlist.m3u8
法国时尚4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
FashionBox HD,http://cdnua03.hls.tv/524/hls/38723e07ee57679b516a78958abde705/228/stream.m3u8
韩国EBS少儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd
KBC 광주방송 (SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
CTPAHAFM🎶,http://live.stranafm.cdnvideo.ru/stranafm/stranafm_hd.sdp/playlist.m3u8
Qmusic🎶,https://dpp-qmusicnl-live.akamaized.net/streamx/QmusicNL.m3u8
Beat🎶,http://de1se01.v2beat.live/playlist.m3u8
Rthkradio2,https://rthkradio2-live.akamaized.net/hls/live/2040078/radio2/master.m3u8
KCTV_HV1,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
KCTV_HV2,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韩国Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8


RTHK33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
RTHK35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
RTHK35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8


小优🧫短剧1,http://PLTV/ku9/js/web.js?id=https://www.youku.com/channel/shortvideo
小优🧫短剧2,http://PLTV/ku9/js/web.js?id=https://www.youku.com/channel/shortvideo?filter=type_文化
小优🧫短剧3,http://PLTV/ku9/js/web.js?id=https://www.youku.com/channel/shortvideo?filter=type_科技
抖音🧫m短剧1,http://PLTV/ku9/js/web.js?id=https://www.douyin.com/?is_from_mobile_home=1
抖音🧫m短剧2,http://PLTV/ku9/js/web.js?id=https://www.douyin.com/?is_from_mobile_home=2
抖音🧫m短剧3,http://PLTV/ku9/js/web.js?id=https://www.douyin.com/?is_from_mobile_home=3
小度🧫好看直播,http://PLTV/ku9/js/web.js?id=https://live.baidu.com/?source=haokan_home
小度🧫英雄归乡,http://PLTV/ku9/js/web.js?id=https://live.baidu.com/m/media/pclive/pchome/live.html?room_id=9812839537
小度🧫经典电影,http://PLTV/ku9/js/web.js?id=https://live.baidu.com/m/media/pclive/pchome/live.html?room_id=9790259721
iqiyi🧫短剧,http://PLTV/ku9/js/web.js?id=https://www.iqiyi.com/shortvideo/
iqiyi🧫免费,http://PLTV/ku9/js/web.js?id=https://www.iqiyi.com/free/
快手推荐🧫直播,http://PLTV/ku9/js/web.js?id=https://www.kuaishou.com/new-reco
A站随机🧫直播,http://PLTV/ku9/js/web.js?id=https://live.acfun.cn/?ft=1&fi=3




CCTV💠新闻📡,#genre#
CCTV4,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv4/
CCTV4,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001814
CCTV4,http://PLTV/ku9/js/web.js?id=https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=10620168294224708952%26toc_style_id=feeds_only_back%26share_to=copy_url%26track_id=7f4e2027-e822-49f3-88b1-2ffe00919f92
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV13,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv13/
CCTV13,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001811
CCTV13,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=10
CCTV13,http://PLTV/ku9/js/web.js?id=https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=16265686808730585228%26toc_style_id=feeds_only_back%26share_to=copy_url%26track_id=ac0e1dc7-d2a2-403b-ad45-9ed44fe89895
CCTV13,http://PLTV/ku9/js/web.js?id=https://web.guangdianyun.tv/tv/?id=3145%26uin=3744
CCTV13,http://PLTV/ku9/js/web.js?id=https://web.guangdianyun.tv/tv/?id=2935%26uin=1206
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8

CCTV4欧,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctveurope/index.shtml
CCTV4美,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctvamerica/
CCTV4K,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/tv/home?pid=600002264
CCTV1,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv1/
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=1
CCTV1,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001859
CCTV1,http://PLTV/ku9/js/web.js?id=https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=11200132825562653886%26toc_style_id=feeds_only_back%26share_to=copy_url%26track_id=c3e89ea6-77d8-4230-89a3-a492aa16ee4c
CCTV1,http://PLTV/ku9/js/web.js?id=https://web.guangdianyun.tv/tv/?id=1725%26uin=1632
CCTV1,http://PLTV/ku9/js/web.js?id=https://web.guangdianyun.tv/tv/?id=1734%26uin=1202

CCTV2,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv2/
CCTV2,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001800
CCTV2,http://PLTV/ku9/js/web.js?id=https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=12030532124776958103%26toc_style_id=feeds_only_back%26share_to=copy_url%26track_id=8ff44314-c7a7-4241-be6e-11a7b7224db4
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV3,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=ca28d0abb279949ee03368a064522e10%26tid=ys%26id=3
CCTV3,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/
CCTV3,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=2
CCTV5,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5/
CCTV5,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001818
CCTV5,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV5+,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV5+,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001817
CCTV6,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600108442
CCTV6,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=4
CCTV6,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=84b8fbb869796b576e224b7b84196156%26tid=ys%26id=7
CCTV6,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv6/
CCTV7,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv7/
CCTV7,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004092
CCTV7,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=5
CCTV8,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001803
CCTV8,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=c76143b7fcc0a319e66b5a1cb7ea3b30%26tid=ys%26id=9
CCTV8,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV9,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004078
CCTV9,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=6
CCTV10,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv10/
CCTV10,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001805
CCTV10,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=7
CCTV11,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv11/
CCTV11,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001806
CCTV11,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=8
CCTV12,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv12/
CCTV12,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001807
CCTV12,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=9
CCTV14,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctvchild/
CCTV14,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001809
CCTV15,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv15/
CCTV15,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001815
CCTV16,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv16/
CCTV16,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600098637
CCTV17,http://PLTV/ku9/js/web.js?id=https://tv.cctv.com/live/cctv17/
CCTV17,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001810


CCTV💠数字频道📡,#genre#
CCTV风云剧场,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099658
CCTV第一剧场,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099655
CCTV怀旧剧场,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099620
CETV1,http://PLTV/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_ffa6b6e1b32b4a16a73eb3ef66f8bfc7.html
CETV2,http://PLTV/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_80d0ffb42c114eaf9663708629ff0a3e.html
CETV4,http://PLTV/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_67eace939278435bb4bca90800fb4225.html
CECTV-1 汉语文化,http://PLTV/ku9/js/web.js?id=http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CECTV-2 国际旅游,http://PLTV/ku9/js/web.js?id=http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CECTV-3 国际教育,http://PLTV/ku9/js/web.js?id=http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CECTV-4 国际健康,http://PLTV/ku9/js/web.js?id=http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CGTN,http://PLTV/ku9/js/web.js?id=https://www.cgtn.com/tv
CGTN,http://PLTV/ku9/js/web.js?id=https://www.yangshipin.cn/tv/home?pid=600014550
CGTN纪录,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN纪录,http://PLTV/ku9/js/web.js?id=https://www.cgtn.com/channel/documentary
CGTN俄语,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN俄语,http://PLTV/ku9/js/web.js?id=https://russian.cgtn.com/channel
CGTN法语,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN法语,http://PLTV/ku9/js/web.js?id=https://francais.cgtn.com/channel
CGTN西语,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN西语,http://PLTV/ku9/js/web.js?id=https://espanol.cgtn.com/en-directo
CGTN阿语,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084782
CGTN阿语,http://PLTV/ku9/js/web.js?id=https://arabic.cgtn.com/channel
CCTV16-4K,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099502
CCTV怀旧剧场频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099620
CCTV世界地理频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099637
CCTV风云音乐频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099660
CCTV兵器科技频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099649
CCTV风云足球频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099636
CCTV高尔夫网球频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099659
CCTV女性时尚频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099650
CCTV央视文化精品频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099653
CCTV央视台球频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099652
CCTV电视指南频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099656
CCTV卫生健康频道,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099651


卫视💠央视频📡,#genre#
湖南卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002475
湖南卫视,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=23c14885b87d5c033ebbd1b7f20fde52%26tid=ws%26id=1
江苏卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002521
东方卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002520
浙江卫视,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=12
北京卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002309
北京卫视,http://PLTV/ku9/js/web.js?id=https://www.btime.com/btv/btvsy_index
北京卫视,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=11
湖北卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002508
广东卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002485
广西卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002498
海南卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002481
四川卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002516
河南卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002525
河南卫视,http://PLTV/ku9/js/web.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=14
东南卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002490
江西卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002532
河北卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002493
山东卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002513
天津卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190401
云南卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190402
山西卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190407
青海卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,http://PLTV/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190403




香港📡345iptv💠,#genre#
凤凰中文,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=c205c833867e1d0cdcad6e113e628c35%26tid=gt%26id=1
凤凰资讯,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=9357ae301d8622b418598d2d8ed17892%26tid=gt%26id=2
凤凰香港,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=526b2628ac693b275f758ffe5361fb12%26tid=gt%26id=3
翡翠台,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=e68bb6eac0c45e66f3fbd9418ce7053b%26tid=gt%26id=5
无线新闻,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=bc7918833f7de6b2829ad197ddc05e10%26tid=gt%26id=6
TVB Plus,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=806785b3e369da03a1bac892904a4ae9%26tid=gt%26id=8
明珠台,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=d2d94c55f2275567a1d154afbc09587b%26tid=gt%26id=9
有线新闻,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=fa85074433ae45388bb96b382056e5df%26tid=gt%26id=11
香港有线18台,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=7e64e5c5a112c8324ae213193890166f%26tid=gt%26id=12
Now新闻,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=98a9d7e25ac4f93058f13f0144444fff%26tid=gt%26id=17
ViuTV,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=c1a1576076dce043a6d844e9a5d1ce91%26tid=gt%26id=19
ViuTV6,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=85e06c79c6d3f5978624277bb8f132e3%26tid=gt%26id=20
HOY76,http://PLTV/ku9/js/web.js?id=http://m.345iptv.com/?act=play%26token=f8cf68faeb52bf8a195030c0a8bdfae7%26tid=gt%26id=22
